layer,position,token,pearson,r2,accuracy,mse
21,2,?Ċ,0.9803454958008406,0.753994922324049,0.005555555555555556,18.26021335748424
21,3,Answer,0.9945637925311327,0.2953969840630182,0.0,52.30055218731745
21,4,:,0.9928838307954301,0.8366601982408146,0.0,12.124219784685685
21,5,Ġ,0.9983625508629417,0.9285956403471362,0.0011111111111111111,5.300129795017219
22,0,Ġand,0.9989203521014806,0.9352837538044299,0.008888888888888889,4.803691348124207
22,1,Ġ,0.9990682213202428,0.9787690779180357,0.0044444444444444444,1.5759071749871063
22,2,?Ċ,0.9896940454364274,0.8815260055038429,0.006666666666666667,8.793966519922481
22,3,Answer,0.9962153761082678,0.633975336239171,0.0,27.168904469436296
22,4,:,0.9955206595947075,0.838385442089962,0.0033333333333333335,11.996160148369498
22,5,Ġ,0.9973565872045322,0.9426336355590736,0.0077777777777777776,4.258131840735242
23,0,Ġand,0.999130430605613,0.9148720962074683,0.0,6.3187869966432855
23,1,Ġ,0.998223005243161,0.9794890711641803,0.0077777777777777776,1.5224642525289507
23,2,?Ċ,0.9757575590702838,0.6439570184520349,0.0044444444444444444,26.4279943687367
23,3,Answer,0.9952764657909281,0.5330219981966675,0.0,34.66236561756184
23,4,:,0.9946905663922233,0.8223819543833855,0.0011111111111111111,13.184050669763115
23,5,Ġ,0.9965459376662174,0.9424414052579656,0.006666666666666667,4.272400514964111
24,0,Ġand,0.9985732181000394,0.9150853791789924,0.0044444444444444444,6.30295564632182
24,1,Ġ,0.9982731686255739,0.9797011457750164,0.017777777777777778,1.5067225951690413
24,2,?Ċ,0.971944127566619,0.5767820929419265,0.0044444444444444444,31.41418605094036
24,3,Answer,0.9937179088434899,-0.20328604040802611,0.0,89.31628580803448
24,4,:,0.9967343962598961,0.7854381917139053,0.006666666666666667,15.92627450898641
24,5,Ġ,0.9967823215365014,0.9471879487242503,0.0077777777777777776,3.9200789400448275
25,0,Ġand,0.9990087930893315,0.9177548069209179,0.0011111111111111111,6.104812093471434
25,1,Ġ,0.9987912076508698,0.9855575482593104,0.012222222222222223,1.0720195399281456
25,2,?Ċ,0.9754584357226095,0.6051045447241108,0.0044444444444444444,29.311896060686617
25,3,Answer,0.9907264685758866,-0.043510808599839024,0.0044444444444444444,77.45665327678202
25,4,:,0.9944704582445173,0.8830994497228373,0.006666666666666667,8.677174511333194
25,5,Ġ,0.9973937518263959,0.9278995609889478,0.0044444444444444444,5.351797661852896
26,0,Ġand,0.9989159460129904,0.9527621722283193,0.013333333333333334,3.5063211776108343
26,1,Ġ,0.9978181576668302,0.9744419182920744,0.012222222222222223,1.8970991550405722
26,2,?Ċ,0.9649708378362218,0.270542740150846,0.0011111111111111111,54.145407590152026
26,3,Answer,0.9927004563697127,-0.04833743730797324,0.0011111111111111111,77.81491933714351
26,4,:,0.9896622976472748,0.8664338094232893,0.0022222222222222222,9.9142146183252
26,5,Ġ,0.9960757557208023,0.9289408292441586,0.0022222222222222222,5.27450746653599
27,0,Ġand,0.9988835243341232,0.9388686969191046,0.0033333333333333335,4.537591856329839
27,1,Ġ,0.9971017428145011,0.9275737636204636,0.0044444444444444444,5.375980615782258
27,2,?Ċ,0.9533667094056935,-0.11067141222813692,0.0022222222222222222,82.44178188898722
27,3,Answer,0.9811717222383919,-0.23484564994724355,0.0011111111111111111,91.65886023417747
27,4,:,0.9845058287793654,0.8112473907435103,0.0011111111111111111,14.010535674167903
27,5,Ġ,0.9952473137965149,0.9431805750924518,0.0044444444444444444,4.217534172315227
28,0,Ġand,0.9987154864551333,0.9004841375570622,0.0,7.386761679186838
28,1,Ġ,0.9979584934398764,0.97171614236838,0.005555555555555556,2.099425263109434
28,2,?Ċ,0.9335458269682119,-0.26760510626109424,0.0022222222222222222,94.09049565982535
28,3,Answer,0.9737013984010673,-0.2015221133337528,0.0,89.18535483283851
28,4,:,0.979469657765012,0.6019243869447312,0.0011111111111111111,29.547949560518962
28,5,Ġ,0.9943756740548186,0.9340248829577362,0.0022222222222222222,4.897133526095924
29,0,Ġand,0.9985392463654752,0.9076634595645791,0.0011111111111111111,6.853862306304689
29,1,Ġ,0.9971966272210452,0.9591954569714917,0.0077777777777777776,3.028797895938909
29,2,?Ċ,0.9313339156322259,0.03832460702126961,0.0011111111111111111,71.38225772545016
29,3,Answer,0.9475678694481786,-0.4333859693449298,0.0,106.39590804845204
29,4,:,0.9790571480480299,0.6019053236562304,0.0011111111111111111,29.54936457080496
29,5,Ġ,0.9942301807339442,0.92366301058198,0.005555555555555556,5.666263993449802
30,0,Ġand,0.9984767646726694,0.9223817740814283,0.005555555555555556,5.7613663063064795
30,1,Ġ,0.9974461852980047,0.970305488823745,0.005555555555555556,2.204133811981165
30,2,?Ċ,0.8348271300987034,-1.0650166423182896,0.0011111111111111111,153.27994377887558
30,3,Answer,0.9892699789545436,0.50170878478106,0.0011111111111111111,36.98665080418962
30,4,:,0.9859920441340463,0.763059367478289,0.0033333333333333335,17.587386991267262
30,5,Ġ,0.9899900284324228,0.8837881908220744,0.0011111111111111111,8.626051341279348
31,0,Ġand,0.9904887008154082,0.8009599734677938,0.0033333333333333335,14.774139564488808
31,1,Ġ,0.9735274038884567,-0.2877255229700417,0.0,95.58397337751227
31,2,?Ċ,0.8249513092966978,-1.0549401311438644,0.0,152.53199481098295
31,3,Answer,0.9500250054216952,-0.8387849145523989,0.0,136.48744641961764
31,4,:,0.9864862593906905,0.6034088962378643,0.0044444444444444444,29.437758922667626
31,5,Ġ,0.9646189347477718,0.5824924378377732,0.0044444444444444444,30.99032440902607
